system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680015643959,1195632313071458,0.383,0.058,0.073
1680015643963,1195632315573612,0.398,0.1,-0.055
1680015643965,1195632318075996,0.219,0.126,-0.161
1680015643968,1195632320578462,0.3,0.194,-0.132
1680015643984,1195632323080616,0.218,0.056,-0.198
1680015643984,1195632325582846,0.149,0.151,-0.21
1680015643984,1195632328085231,0.095,0.136,-0.072
1680015643985,1195632330587385,0.053,0.108,-0.138
1680015643985,1195632333089587,0.133,0.188,0.015
1680015643985,1195632335592048,0.118,0.037,-0.063
1680015643985,1195632338094202,0.213,0.132,0.019
1680015643986,1195632340596587,0.184,0.254,-0.033
1680015643990,1195632343098798,0.225,0.199,-0.072
1680015643990,1195632345600952,0.278,0.226,-0.016
1680015643993,1195632348103337,0.291,0.198,0.025
1680015643996,1195632350605568,0.363,0.227,0.083
1680015644000,1195632353107962,0.43,0.213,-0.037
1680015644002,1195632355610193,0.415,0.158,0.1
1680015644006,1195632358112347,0.387,0.131,0.101
1680015644007,1195632360614731,0.455,0.171,0.129
1680015644009,1195632363116962,0.468,0.266,0.116
1680015644011,1195632365619424,0.385,0.144,0.13
1680015644013,1195632368121578,0.363,0.173,0.093
1680015644016,1195632370623962,0.348,0.255,0.203
1680015644018,1195632373126193,0.348,0.363,0.231
1680015644024,1195632375628385,0.361,0.363,0.177
1680015644025,1195632378130770,0.293,0.349,0.259
1680015644026,1195632380632923,0.171,0.28,0.205
1680015644028,1195632383135385,0.158,0.212,0.124
1680015644031,1195632385637616,0.104,0.306,0.139
1680015644033,1195632388139770,0.078,0.21,0.248
1680015644040,1195632390642154,-0.044,0.182,0.18
1680015644041,1195632393144385,-0.043,0.155,0.235
1680015644042,1195632395646539,-0.03,0.155,0.276
1680015644045,1195632398149000,-0.152,0.154,0.235
1680015644047,1195632400651385,-0.124,0.059,0.195
1680015644049,1195632403153539,-0.119,0.073,0.19
1680015644051,1195632405655770,-0.145,0.1,0.136
1680015644057,1195632408158159,-0.145,0.086,0.177
1680015644058,1195632410660313,-0.172,0.195,0.245
1680015644058,1195632413162775,-0.173,0.195,0.15
1680015644063,1195632415664918,-0.132,0.235,0.096
1680015644063,1195632418167149,-0.173,0.235,0.096
1680015644066,1195632420669534,-0.152,0.206,0.175
1680015644068,1195632423171765,-0.056,0.356,0.093
1680015644073,1195632425673918,-0.015,0.342,0.216
1680015644075,1195632428176385,0.092,0.329,0.161
1680015644077,1195632430678770,-0.071,0.356,0.175
1680015644079,1195632433180924,0.119,0.315,0.203
1680015644081,1195632435683154,0.009,0.343,0.176
1680015644084,1195632438185553,0.106,0.357,0.323
1680015644090,1195632440687707,0.161,0.384,0.227
1680015644091,1195632443190168,0.174,0.398,0.187
1680015644091,1195632445692322,0.188,0.398,0.201
1680015644093,1195632448194553,0.215,0.384,0.324
1680015644096,1195632450696938,0.229,0.479,0.188
1680015644098,1195632453199091,0.216,0.451,0.379
1680015644101,1195632455701322,0.215,0.41,0.257
1680015644106,1195632458203707,0.338,0.342,0.312
1680015644107,1195632460706135,0.284,0.382,0.217
1680015644108,1195632463208289,0.353,0.449,0.245
1680015644113,1195632465710520,0.272,0.394,0.205
1680015644115,1195632468212674,0.3,0.298,0.246
1680015644117,1195632470715053,0.302,0.243,0.192
1680015644124,1195632473217284,0.245,0.217,0.218
1680015644125,1195632475719669,0.314,0.162,0.314
1680015644126,1195632478221900,0.261,0.148,0.218
1680015644129,1195632480724293,0.195,0.147,0.178
1680015644130,1195632483226447,0.183,0.173,0.028
1680015644131,1195632485728678,0.062,0.091,0.096
1680015644133,1195632488231062,0.024,0.09,0.082
1680015644136,1195632490733524,0.066,0.103,0.122
1680015644141,1195632493235664,-0.135,0.089,0.067
1680015644142,1195632495737895,-0.106,0.143,0.122
1680015644143,1195632498240049,-0.281,0.196,-0.027
1680015644146,1195632500742433,-0.171,0.087,0.013
1680015644150,1195632503244601,-0.237,0.195,-0.041
1680015644152,1195632505747063,-0.195,0.194,0.026
1680015644156,1195632508249293,-0.199,0.242,-0.064
1680015644157,1195632510751447,-0.17,0.254,-0.077
1680015644159,1195632513253832,-0.142,0.24,-0.063
1680015644161,1195632515756073,-0.169,0.213,-0.05
1680015644164,1195632518258457,-0.086,0.103,-0.036
1680015644167,1195632520760611,-0.059,0.171,-0.117
1680015644168,1195632523263073,-0.072,0.171,-0.062
1680015644174,1195632525765221,-0.069,0.207,-0.071
1680015644175,1195632528267452,-0.082,0.152,-0.138
1680015644177,1195632530769837,-0.041,0.084,-0.152
1680015644179,1195632533271991,0.066,0.192,-0.056
1680015644181,1195632535774207,0.093,0.138,-0.055
1680015644183,1195632538276669,0.106,0.11,-0.082
1680015644190,1195632540778823,0.092,0.137,-0.135
1680015644190,1195632543281207,0.182,0.15,-0.048
1680015644191,1195632545783414,0.181,0.218,-0.156
1680015644195,1195632548285568,0.112,0.176,-0.1
1680015644197,1195632550787953,0.139,0.081,-0.181
1680015644199,1195632553290414,0.207,0.08,0.01
1680015644201,1195632555792645,0.083,0.175,-0.083
1680015644209,1195632558294779,0.192,0.161,-0.055
1680015644210,1195632560797164,0.042,0.172,0.003
1680015644211,1195632563299317,0.055,0.294,0.072
1680015644212,1195632565801548,0.081,0.266,0.115
1680015644214,1195632568303933,0.067,0.266,0.007
1680015644217,1195632570806169,-0.001,0.346,0.118
1680015644218,1195632573308553,0.065,0.373,0.052
1680015644223,1195632575810784,0.105,0.372,0.163
1680015644226,1195632578312929,0.026,0.368,0.1
1680015644227,1195632580815313,0.053,0.462,0.143
1680015644229,1195632583317775,0.038,0.366,0.023
1680015644231,1195632585819929,0.023,0.365,0.066
1680015644233,1195632588322160,0.036,0.568,0.11
1680015644236,1195632590824548,0.021,0.526,0.031
1680015644242,1195632593326702,0.006,0.443,0.17
1680015644243,1195632595828933,0.036,0.492,0.082
1680015644245,1195632598331087,-0.046,0.408,0.14
1680015644247,1195632600833543,-0.116,0.448,0.184
1680015644249,1195632603335928,-0.049,0.256,0.119
1680015644251,1195632605838159,-0.119,0.282,0.109
1680015644256,1195632608340312,-0.121,0.267,0.181
1680015644257,1195632610842697,-0.137,0.321,0.184
1680015644259,1195632613344928,-0.066,0.262,0.053
1680015644263,1195632615847312,-0.014,0.152,0.247
1680015644265,1195632618349543,-0.057,0.165,0.277
1680015644267,1195632620851697,-0.1,0.191,0.117
1680015644268,1195632623354082,-0.008,0.163,0.243
1680015644272,1195632625856236,-0.024,0.136,0.259
1680015644275,1195632628358466,0.0,0.135,0.289
1680015644277,1195632630860928,0.013,0.096,0.272
1680015644279,1195632633363313,0.173,0.151,0.342
1680015644281,1195632635865471,0.103,0.137,0.303
1680015644285,1195632638367702,0.1,0.096,0.374
1680015644290,1195632640870087,0.166,0.11,0.362
1680015644292,1195632643372246,0.191,0.137,0.378
1680015644293,1195632645874707,0.217,0.164,0.325
1680015644296,1195632648376938,0.264,0.114,0.295
1680015644296,1195632650879092,0.18,0.128,0.214
1680015644300,1195632653381452,0.274,0.128,0.256
1680015644302,1195632655883606,0.3,0.019,0.339
1680015644306,1195632658385837,0.299,0.033,0.149
1680015644307,1195632660888222,0.325,0.101,0.178
1680015644309,1195632663390452,0.256,0.073,0.233
1680015644312,1195632665892847,0.304,0.173,0.272
1680015644315,1195632668395078,0.33,0.037,0.123
1680015644317,1195632670897462,0.275,0.091,0.164
1680015644319,1195632673399616,0.329,0.146,0.26
1680015644324,1195632675901837,0.261,0.118,0.084
1680015644325,1195632678404299,0.356,0.036,0.179
1680015644327,1195632680906452,0.315,0.117,0.139
1680015644329,1195632683408837,0.334,0.134,0.113
1680015644331,1195632685910986,0.429,0.08,0.127
1680015644334,1195632688413217,0.374,0.215,0.169
1680015644342,1195632690915601,0.415,0.079,0.115
1680015644342,1195632693417832,0.456,0.146,-0.033
1680015644343,1195632695920241,0.456,0.064,0.048
1680015644344,1195632698422472,0.416,0.064,0.062
1680015644347,1195632700924856,0.299,0.119,-0.027
1680015644348,1195632703427010,0.325,0.024,0.0
1680015644351,1195632705929260,0.352,0.132,0.028
1680015644354,1195632708431644,0.379,0.077,0.015
1680015644356,1195632710933875,0.31,0.063,0.111
1680015644359,1195632713436029,0.351,0.05,0.167
1680015644362,1195632715938414,0.309,0.118,0.168
1680015644365,1195632718440659,0.407,0.148,0.062
1680015644368,1195632720942813,0.35,0.094,0.077
1680015644369,1195632723445275,0.322,0.175,0.173
1680015644371,1195632725947659,0.348,0.189,0.106
1680015644376,1195632728449904,0.361,0.162,0.134
1680015644379,1195632730952058,0.387,0.08,0.135
1680015644380,1195632733454443,0.277,0.066,0.109
1680015644382,1195632735956673,0.295,0.097,0.097
1680015644384,1195632738458827,0.239,0.083,0.207
1680015644387,1195632740961260,0.292,0.07,0.112
1680015644389,1195632743463414,0.318,0.097,0.168
1680015644392,1195632745965798,0.331,0.11,0.101
1680015644395,1195632748468029,0.275,0.165,0.211
1680015644396,1195632750970203,0.233,0.124,0.13
1680015644398,1195632753472588,0.345,0.127,0.078
1680015644402,1195632755975049,0.384,0.277,0.134
1680015644406,1195632758477280,0.26,0.25,0.053
1680015644407,1195632760979439,0.191,0.155,0.094
1680015644409,1195632763481823,0.23,0.169,0.095
1680015644413,1195632765983977,0.297,0.264,0.137
1680015644415,1195632768486208,0.146,0.196,0.151
1680015644417,1195632770988675,0.248,0.077,0.097
1680015644419,1195632773490828,0.178,0.159,0.139
1680015644421,1195632775993213,0.204,0.132,0.221
1680015644425,1195632778495367,0.107,0.064,0.14
1680015644427,1195632780997828,0.065,0.187,0.154
1680015644429,1195632783499939,0.132,0.242,0.223
1680015644431,1195632786002170,0.104,0.214,0.183
1680015644437,1195632788504555,0.049,0.121,0.194
1680015644438,1195632791006709,0.089,0.271,0.139
1680015644441,1195632793508943,0.101,0.244,0.126
1680015644441,1195632796011405,0.086,0.19,-0.009
1680015644446,1195632798513559,0.044,0.204,0.086
1680015644447,1195632801015943,0.097,0.313,0.141
1680015644451,1195632803518174,0.055,0.232,0.046
1680015644452,1195632806020559,0.042,0.164,0.167
1680015644457,1195632808522713,-0.053,0.233,0.031
1680015644458,1195632811024943,0.067,0.274,0.154
1680015644459,1195632813527328,0.025,0.261,0.223
1680015644461,1195632816029574,0.051,0.384,0.155
1680015644464,1195632818531728,-0.03,0.411,0.224
1680015644466,1195632821034112,-0.059,0.33,0.088
1680015644469,1195632823536343,0.011,0.394,0.065
1680015644472,1195632826038733,0.024,0.407,0.065
1680015644475,1195632828540963,-0.003,0.408,0.039
1680015644477,1195632831043348,-0.031,0.489,0.053
1680015644479,1195632833545579,-0.073,0.462,0.04
1680015644482,1195632836047718,-0.047,0.503,-0.067
1680015644484,1195632838550102,0.019,0.558,0.069
1680015644489,1195632841052256,0.063,0.632,-0.029
1680015644491,1195632843554718,0.09,0.577,0.148
1680015644493,1195632846056972,0.062,0.563,0.122
1680015644496,1195632848559126,-0.033,0.576,0.136
1680015644497,1195632851061511,0.061,0.563,-0.011
1680015644499,1195632853563742,0.005,0.467,-0.051
1680015644501,1195632856065896,-0.008,0.589,-0.064
1680015644505,1195632858568362,-0.096,0.526,-0.042
1680015644506,1195632861070747,-0.068,0.484,-0.19
1680015644509,1195632863572977,-0.11,0.498,0.11
1680015644512,1195632866075131,-0.11,0.497,-0.052
1680015644515,1195632868577506,-0.084,0.483,-0.091
1680015644517,1195632871079660,-0.084,0.441,0.059
1680015644519,1195632873582121,-0.18,0.441,-0.02
1680015644524,1195632876084275,-0.212,0.403,-0.226
1680015644527,1195632878586487,-0.103,0.374,-0.019
1680015644528,1195632881088872,-0.145,0.414,-0.154
1680015644530,1195632883644949,-0.2,0.386,-0.043
1680015644532,1195632886093256,-0.119,0.413,-0.041
1680015644536,1195632888595718,-0.188,0.467,-0.162
1680015644537,1195632891098112,-0.149,0.371,-0.065
1680015644539,1195632893600266,-0.116,0.31,-0.019
1680015644541,1195632896102497,-0.103,0.378,0.064
1680015644546,1195632898604651,-0.159,0.391,-0.014
1680015644546,1195632901107035,-0.133,0.377,0.082
1680015644548,1195632903609189,-0.108,0.322,0.043
1680015644551,1195632906111651,-0.069,0.335,-0.009
1680015644555,1195632908613882,-0.043,0.281,0.169
1680015644556,1195632911116290,-0.053,0.292,0.13
1680015644561,1195632913618444,-0.055,0.305,0.132
1680015644563,1195632916120675,-0.002,0.304,0.161
1680015644569,1195632918623060,0.05,0.236,0.081
1680015644570,1195632921277603,0.075,0.263,0.083
1680015644570,1195632923627680,0.046,0.304,0.126
1680015644572,1195632926129911,0.085,0.222,0.182
1680015644575,1195632928632065,0.097,0.234,0.077
1680015644577,1195632931134449,0.096,0.22,0.065
1680015644578,1195632933636598,0.149,0.206,0.216
1680015644585,1195632936139060,0.079,0.192,0.109
1680015644588,1195632938641290,0.146,0.178,0.152
1680015644588,1195632941143444,0.104,0.137,0.194
1680015644588,1195632943645824,0.13,0.123,0.25
1680015644591,1195632946148055,0.101,0.138,0.141
1680015644594,1195632948650439,0.14,0.029,0.211
1680015644596,1195632951152670,0.18,0.165,0.199
1680015644600,1195632953655079,0.124,0.205,0.255
1680015644603,1195632956157232,0.204,0.191,0.256
1680015644605,1195632958659463,0.284,0.232,0.435
1680015644607,1195632961161617,0.283,0.205,0.436
1680015644609,1195632963664002,0.305,0.21,0.391
1680015644611,1195632966166237,0.385,0.17,0.378
1680015644614,1195632968668699,0.383,0.292,0.379
1680015644616,1195632971170853,0.287,0.278,0.339
1680015644618,1195632973673237,0.408,0.21,0.476
1680015644621,1195632976175482,0.435,0.224,0.368
1680015644624,1195632978677636,0.448,0.265,0.478
1680015644626,1195632981180021,0.347,0.256,0.419
1680015644628,1195632983682482,0.4,0.243,0.405
1680015644630,1195632986184631,0.427,0.311,0.392
1680015644634,1195632988686862,0.373,0.256,0.433
1680015644637,1195632991189016,0.332,0.243,0.366
1680015644639,1195632993691400,0.291,0.297,0.434
1680015644642,1195632996193626,0.278,0.228,0.312
1680015644645,1195632998696011,0.275,0.246,0.388
1680015644647,1195633001198242,0.289,0.192,0.238
1680015644648,1195633003700626,0.209,0.232,0.238
1680015644651,1195633006202857,0.223,0.136,0.333
1680015644654,1195633008705031,0.21,0.19,0.211
1680015644656,1195633011207415,0.184,0.19,0.265
1680015644658,1195633013709646,0.172,0.217,0.251
1680015644661,1195633016212031,0.131,0.178,0.234
1680015644664,1195633018714252,0.133,0.205,0.193
1680015644666,1195633021216405,0.147,0.204,0.152
1680015644668,1195633023718790,0.053,0.177,0.124
1680015644671,1195633026221021,0.068,0.19,0.164
1680015644676,1195633028723400,-0.011,0.23,0.082
1680015644678,1195633031225631,-0.01,0.162,0.027
1680015644679,1195633033728016,-0.112,0.092,0.066
1680015644682,1195633036230247,-0.083,0.2,0.038
1680015644685,1195633038732400,-0.15,0.227,0.052
1680015644687,1195633041234766,-0.108,0.213,-0.098
1680015644689,1195633043736920,-0.093,0.199,-0.044
1680015644690,1195633046239382,-0.091,0.267,-0.071
1680015644694,1195633048741535,-0.131,0.294,-0.208
1680015644696,1195633051243766,-0.111,0.234,-0.081
1680015644698,1195633053746170,-0.15,0.342,0.013
1680015644700,1195633056248324,-0.163,0.369,-0.054
1680015644704,1195633058750554,-0.107,0.287,-0.068
1680015644706,1195633061253016,-0.066,0.409,-0.095
1680015644708,1195633063755391,-0.051,0.395,-0.123
1680015644712,1195633066257544,-0.051,0.381,0.04
1680015644715,1195633068759775,-0.03,0.458,0.097
1680015644717,1195633071261929,0.051,0.417,0.097
1680015644719,1195633073764309,-0.029,0.539,0.097
1680015644722,1195633076266539,0.025,0.525,0.22
1680015644730,1195633078768924,0.093,0.484,0.125
1680015644730,1195633081271155,-0.001,0.47,0.18
1680015644730,1195633083773539,-0.028,0.457,0.18
1680015644731,1195633086275689,0.004,0.467,0.194
1680015644734,1195633088777920,0.046,0.48,0.113
1680015644736,1195633091280382,0.1,0.452,0.113
1680015644739,1195633093782535,0.019,0.329,0.25
1680015644741,1195633096284915,0.087,0.438,0.195
1680015644744,1195633098787146,0.033,0.37,0.359
1680015644746,1195633101289300,0.006,0.383,0.196
1680015644751,1195633103791684,-0.053,0.408,0.249
1680015644752,1195633106293900,-0.039,0.421,0.29
1680015644755,1195633108796285,-0.08,0.352,0.277
1680015644757,1195633111298516,-0.038,0.406,0.291
1680015644759,1195633113800669,0.002,0.324,0.332
1680015644762,1195633116303045,-0.093,0.46,0.237
1680015644764,1195633118805276,-0.052,0.31,0.36
1680015644767,1195633121307660,-0.111,0.309,0.288
1680015644769,1195633123809891,-0.015,0.349,0.261
1680015644771,1195633126312276,-0.056,0.308,0.193
1680015644775,1195633128814434,-0.029,0.403,0.234
1680015644776,1195633131316664,-0.043,0.335,0.357
1680015644779,1195633133819049,-0.015,0.253,0.263
1680015644781,1195633136321203,-0.002,0.293,0.236
1680015644785,1195633138823664,0.014,0.159,0.311
1680015644788,1195633141325895,0.028,0.296,0.298
1680015644791,1195633143828049,0.0,0.282,0.284
1680015644792,1195633146330434,-0.026,0.281,0.23
1680015644797,1195633148832655,0.096,0.24,0.312
1680015644798,1195633151334809,0.0,0.213,0.272
1680015644799,1195633153837271,0.068,0.145,0.259
1680015644802,1195633156339655,0.097,0.28,0.163
1680015644805,1195633158841809,0.11,0.199,0.218
1680015644807,1195633161344040,0.22,0.212,0.205
1680015644809,1195633163846194,0.179,0.185,0.109
1680015644812,1195633166348579,0.125,0.103,0.219
1680015644815,1195633168851064,0.111,0.157,0.11
1680015644816,1195633171353218,0.248,0.116,0.055
1680015644819,1195633173855449,0.217,0.171,0.058
1680015644822,1195633176357833,0.176,0.171,0.031
1680015644826,1195633178860044,0.231,0.102,0.099
1680015644828,1195633181362198,0.136,0.102,0.126
1680015644830,1195633183864583,0.123,0.101,0.072
1680015644832,1195633186366813,0.178,0.101,0.058
1680015644836,1195633188869199,0.247,0.196,0.018
1680015644837,1195633191371430,0.242,0.088,0.033
1680015644839,1195633193873584,0.146,0.143,0.034
1680015644842,1195633196375968,0.188,0.21,0.047
1680015644845,1195633198878199,0.175,0.114,-0.087
1680015644847,1195633201380593,0.203,0.182,-0.06
1680015644849,1195633203882823,0.176,0.141,0.021
1680015644852,1195633206385208,0.15,0.263,-0.046
1680015644855,1195633208887362,0.255,0.261,-0.052
1680015644857,1195633211389608,0.255,0.233,-0.119
1680015644859,1195633213891992,0.106,0.178,0.057
1680015644864,1195633216394223,0.189,0.15,-0.159
1680015644866,1195633218896608,0.203,0.108,-0.009
1680015644868,1195633221398761,0.218,0.135,-0.076
1680015644869,1195633223900991,0.123,0.161,0.018
1680015644872,1195633226403376,0.095,0.185,-0.11
1680015644875,1195633228905530,0.164,0.17,-0.095
1680015644876,1195633231407991,0.179,0.196,-0.054
1680015644879,1195633233910208,0.084,0.168,-0.148
1680015644882,1195633236412593,0.153,0.249,-0.08
1680015644885,1195633238914747,0.1,0.139,-0.065
1680015644887,1195633241416977,0.073,0.111,-0.146
1680015644889,1195633243919141,0.138,0.108,-0.166
1680015644892,1195633246421603,0.139,0.23,0.012
1680015644895,1195633248923757,0.044,0.188,-0.082
1680015644896,1195633251426141,0.005,0.146,-0.053
1680015644900,1195633253928376,0.101,0.173,-0.066
1680015644902,1195633256430761,0.033,0.185,-0.079
1680015644905,1195633258932991,0.075,0.144,-0.119
1680015644907,1195633261435145,0.009,0.193,-0.125
1680015644909,1195633263937530,0.064,0.138,-0.069
1680015644912,1195633266439741,-0.003,0.246,0.04
1680015644915,1195633268942125,0.064,0.231,0.082
1680015644917,1195633271444279,-0.07,0.121,0.042
1680015644920,1195633273946741,0.051,0.093,0.084
1680015644924,1195633276448967,0.051,0.147,0.154
1680015644927,1195633278951121,0.053,0.213,0.075
1680015644928,1195633281479429,0.175,0.253,0.185
1680015644930,1195633283955660,0.107,0.252,0.214
1680015644932,1195633286457891,0.216,0.278,0.216
1680015644935,1195633288960352,0.175,0.196,0.204
1680015644938,1195633291462506,0.162,0.167,0.233
1680015644940,1195633293964891,0.271,0.139,0.234
1680015644946,1195633296467121,0.201,0.209,0.247
1680015644946,1195633298969505,0.214,0.167,0.289
1680015644946,1195633301471659,0.187,0.112,0.264
1680015644949,1195633303974120,0.256,0.179,0.375
1680015644952,1195633306476274,0.202,0.082,0.172
1680015644956,1195633308978501,0.216,0.149,0.324
1680015644957,1195633311480886,0.23,0.134,0.339
1680015644959,1195633313983039,0.135,0.176,0.242
1680015644963,1195633316485270,0.136,0.107,0.148
1680015644965,1195633318987655,0.205,0.16,0.299
1680015644967,1195633321489886,0.178,0.022,0.26
1680015644969,1195633323992270,0.179,0.129,0.208
1680015644972,1195633326494501,0.235,0.21,0.318
1680015644977,1195633328996669,0.168,0.181,0.279
1680015644979,1195633331499053,0.166,0.1,0.13
1680015644980,1195633334001284,0.181,0.194,0.213
1680015644982,1195633336503669,0.155,0.178,0.256
1680015644987,1195633339005881,0.116,0.204,0.257
1680015644988,1195633341508035,0.118,0.338,0.191
1680015644989,1195633344010419,0.134,0.2,0.328
1680015644993,1195633346512650,0.096,0.28,0.18
1680015644997,1195633349014804,0.086,0.265,0.234
1680015644997,1195633351517265,0.034,0.358,0.099
1680015644999,1195633354019650,-0.003,0.302,0.141
1680015645003,1195633356521881,0.108,0.354,0.156
1680015645005,1195633359024035,0.043,0.297,0.131
1680015645007,1195633361526414,0.005,0.363,0.078
1680015645009,1195633364028568,0.049,0.333,0.011
1680015645013,1195633366531030,-0.037,0.326,-0.022
1680015645016,1195633369033183,0.033,0.364,-0.061
1680015645018,1195633371535385,-0.017,0.471,-0.018
1680015645020,1195633374037770,0.0,0.441,0.024
1680015645022,1195633376539924,-0.037,0.438,-0.028
1680015645025,1195633379042154,-0.061,0.299,0.027
1680015645027,1195633381544616,-0.043,0.447,-0.038
1680015645031,1195633384047001,-0.154,0.409,-0.057
1680015645032,1195633386549154,-0.217,0.365,0.04
1680015645035,1195633389051385,-0.186,0.403,0.015
1680015645037,1195633391553539,-0.345,0.468,0.112
1680015645039,1195633394055929,-0.246,0.438,0.114
1680015645043,1195633396558390,-0.337,0.366,0.089
1680015645046,1195633399060544,-0.4,0.336,0.078
1680015645047,1195633401562775,-0.406,0.326,0.119
1680015645051,1195633404065141,-0.441,0.377,0.203
1680015645052,1195633406567294,-0.463,0.292,0.246
1680015645056,1195633409069525,-0.567,0.329,0.125
1680015645057,1195633411571910,-0.589,0.489,0.141
1680015645059,1195633414074141,-0.638,0.445,-0.02
1680015645062,1195633416576510,-0.592,0.401,0.05
1680015645065,1195633419078741,-0.605,0.346,0.0
1680015645066,1195633421580895,-0.584,0.342,0.028
1680015645069,1195633424083279,-0.606,0.325,-0.051
1680015645071,1195633426585423,-0.628,0.335,-0.116
1680015645075,1195633429087885,-0.637,0.4,-0.06
1680015645076,1195633431590116,-0.605,0.464,-0.071
1680015645080,1195633434092269,-0.559,0.366,-0.096
1680015645083,1195633436594659,-0.494,0.501,-0.061
1680015645086,1195633439096890,-0.432,0.428,-0.126
1680015645089,1195633441599274,-0.496,0.479,-0.096
1680015645091,1195633444101505,-0.437,0.449,-0.162
1680015645093,1195633446603919,-0.297,0.35,-0.064
1680015645096,1195633449106150,-0.225,0.429,-0.007
1680015645098,1195633451608303,-0.234,0.48,-0.085
1680015645099,1195633454110688,-0.219,0.496,-0.009
1680015645102,1195633456612842,-0.132,0.465,-0.101
1680015645105,1195633459115303,-0.128,0.462,-0.03
1680015645107,1195633461617534,-0.097,0.486,0.013
1680015645109,1195633464119688,-0.093,0.469,-0.051
1680015645114,1195633466622078,0.032,0.466,-0.047
1680015645116,1195633469124309,0.036,0.517,-0.194
1680015645118,1195633471626462,0.069,0.521,-0.099
1680015645120,1195633474128924,0.142,0.598,-0.026
1680015645123,1195633476631309,0.145,0.5,-0.05
1680015645127,1195633479133452,0.109,0.482,-0.087
1680015645131,1195633481635683,0.208,0.343,-0.029
1680015645131,1195633484137837,0.158,0.325,0.069
1680015645133,1195633486640222,0.216,0.322,-0.022
1680015645135,1195633489142442,0.151,0.263,0.064
1680015645137,1195633491644827,0.169,0.246,0.123
1680015645140,1195633494147058,0.188,0.038,0.221
1680015645142,1195633496649442,0.166,0.157,0.252
1680015645146,1195633499151645,0.144,0.098,0.214
1680015645146,1195633501653799,0.245,0.026,0.122
1680015645149,1195633504156184,0.196,-0.018,0.166
1680015645152,1195633506658414,0.264,0.143,0.115
1680015645156,1195633509160823,0.175,0.085,0.173
1680015645157,1195633511662977,0.167,0.203,0.23
1680015645164,1195633514165208,0.119,0.117,0.152
1680015645165,1195633516667592,0.181,0.221,0.224
1680015645168,1195633519168707,0.092,0.23,0.064
1680015645168,1195633521669824,0.099,0.226,0.067
1680015645169,1195633524174438,0.212,0.302,0.021
1680015645173,1195633526676823,0.123,0.229,-0.028
1680015645175,1195633529178977,0.198,0.265,0.015
1680015645178,1195633531681208,0.164,0.274,0.074
1680015645180,1195633534183606,0.103,0.269,0.023
1680015645182,1195633536685837,0.3,0.374,-0.217
1680015645185,1195633539188222,0.143,0.328,-0.144
1680015645187,1195633541690376,0.214,0.348,-0.091
1680015645189,1195633544192620,0.288,0.384,-0.072
1680015645192,1195633546695005,0.308,0.311,0.054
1680015645196,1195633549197159,0.287,0.361,-0.131
1680015645197,1195633551699620,0.401,0.275,-0.059
1680015645201,1195633554201842,0.339,0.365,0.013
1680015645203,1195633556703996,0.304,0.32,0.004
1680015645206,1195633559206381,0.408,0.342,-0.09
1680015645210,1195633561708611,0.331,0.283,-0.003
1680015645211,1195633564210765,0.336,0.306,0.015
1680015645213,1195633566713145,0.504,0.301,0.034
1680015645215,1195633569215376,0.455,0.324,0.012
1680015645216,1195633571717760,0.432,0.238,-0.036
1680015645219,1195633574219991,0.505,0.233,0.01
1680015645222,1195633576722183,0.51,0.26,0.126
1680015645224,1195633579224568,0.581,0.256,0.078
1680015645226,1195633581726798,0.449,0.32,0.097
1680015645230,1195633584229260,0.48,0.193,0.048
1680015645231,1195633586731429,0.43,0.161,0.109
1680015645235,1195633589233813,0.543,0.225,0.06
1680015645239,1195633591735967,0.574,0.207,0.025
1680015645240,1195633594238198,0.51,0.167,0.193
1680015645244,1195633596740337,0.594,0.177,0.172
1680015645246,1195633599242798,0.583,0.187,0.219
1680015645248,1195633601745183,0.573,0.21,0.279
1680015645250,1195633604247414,0.576,0.233,0.339
1680015645252,1195633606749568,0.525,0.174,0.386
1680015645255,1195633609251952,0.515,0.075,0.432
1680015645257,1195633611754183,0.545,0.148,0.363
1680015645260,1195633614256568,0.533,0.05,0.422
1680015645263,1195633616758798,0.427,0.114,0.481
1680015645265,1195633619261159,0.58,0.07,0.459
1680015645267,1195633621763313,0.555,-0.028,0.504
1680015645269,1195633624265544,0.558,-0.112,0.741
1680015645272,1195633626767698,0.478,-0.115,0.69
1680015645277,1195633629270077,0.56,-0.131,0.663
1680015645279,1195633631772539,0.561,-0.241,0.665
1680015645280,1195633634274693,0.604,0.001,0.778
1680015645283,1195633636776923,0.619,-0.246,0.714
1680015645286,1195633639279308,0.662,-0.181,0.731
1680015645288,1195633641781520,0.677,-0.224,0.816
1680015645290,1195633644283674,0.706,-0.158,0.738
1680015645292,1195633646786135,0.701,-0.169,0.801
1680015645297,1195633649288289,0.674,-0.224,0.72
1680015645297,1195633651790674,0.702,-0.212,0.764
