system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680010667469,1190655822566011,0.212,0.017,-0.237
1680010667470,1190655825068396,0.232,-0.023,-0.265
1680010667473,1190655827570621,0.183,-0.09,-0.251
1680010667475,1190655830073006,0.133,0.019,-0.265
1680010667478,1190655832575160,0.027,-0.034,-0.456
1680010667480,1190655835077391,0.071,0.062,-0.224
1680010667490,1190655837580063,-0.087,0.033,-0.183
1680010667490,1190655840082217,-0.112,0.034,-0.278
1680010667490,1190655842584448,-0.139,0.075,-0.306
1680010667491,1190655845086832,-0.194,0.009,-0.279
1680010667494,1190655847589068,-0.278,0.064,-0.306
1680010667495,1190655850091453,-0.348,-0.043,-0.292
1680010667500,1190655852593914,-0.502,-0.014,-0.306
1680010667500,1190655855096145,-0.462,0.05,-0.319
1680010667502,1190655857598530,-0.52,-0.071,-0.346
1680010667506,1190655860100659,-0.635,0.038,-0.305
1680010667508,1190655862602890,-0.738,0.039,-0.264
1680010667510,1190655865105275,-0.759,0.013,-0.182
1680010667512,1190655867607736,-0.672,0.096,-0.222
1680010667517,1190655870109967,-0.668,0.165,-0.208
1680010667518,1190655872612352,-0.627,0.185,-0.166
1680010667520,1190655875114583,-0.566,0.281,0.025
1680010667522,1190655877616967,-0.425,0.118,0.066
1680010667525,1190655880119198,-0.297,0.146,-0.041
1680010667528,1190655882621674,-0.238,0.161,0.027
1680010667531,1190655885124059,-0.069,0.162,0.095
1680010667533,1190655887626290,-0.009,0.081,0.123
1680010667536,1190655890128444,-0.003,0.026,0.015
1680010667538,1190655892630832,0.069,0.054,0.098
1680010667540,1190655895133294,0.021,0.109,0.14
1680010667542,1190655897635525,0.122,0.056,0.1
1680010667546,1190655900137679,0.155,-0.024,0.087
1680010667548,1190655902640063,0.229,-0.078,0.143
1680010667550,1190655905142280,0.317,-0.091,0.09
1680010667552,1190655907644972,0.391,-0.086,0.145
1680010667555,1190655910147126,0.356,-0.044,0.255
1680010667558,1190655912649357,0.485,-0.071,0.093
1680010667562,1190655915151736,0.479,-0.138,0.421
1680010667562,1190655917653967,0.487,-0.097,0.273
1680010667564,1190655920156352,0.55,-0.137,0.383
1680010667569,1190655922658818,0.476,-0.027,0.316
1680010667572,1190655925161049,0.523,0.015,0.332
1680010667574,1190655927663203,0.572,0.029,0.211
1680010667575,1190655930165588,0.501,-0.023,0.294
1680010667579,1190655932667818,0.484,-0.009,0.322
1680010667580,1190655935170193,0.36,0.045,0.31
1680010667582,1190655937672655,0.331,0.018,0.216
1680010667586,1190655940174885,0.316,0.046,0.34
1680010667588,1190655942677270,0.292,0.06,0.233
1680010667590,1190655945179525,0.237,0.034,0.139
1680010667592,1190655947681909,0.224,0.144,0.235
1680010667596,1190655950184140,0.293,0.076,0.331
1680010667598,1190655952686602,0.199,0.159,0.21
1680010667600,1190655955188986,0.214,0.119,0.32
1680010667603,1190655957691160,0.189,0.174,0.253
1680010667607,1190655960193391,0.173,0.144,0.228
1680010667612,1190655962695776,0.094,0.144,0.297
1680010667613,1190655965198006,0.274,0.172,0.202
1680010667613,1190655967700483,0.114,0.146,0.163
1680010667615,1190655970202868,0.213,0.16,0.218
1680010667619,1190655972705098,0.176,0.174,0.137
1680010667620,1190655975207252,0.139,0.242,0.234
1680010667622,1190655977709714,0.126,0.223,0.168
1680010667630,1190655980212098,0.171,0.209,0.292
1680010667630,1190655982714560,0.176,0.223,0.279
1680010667630,1190655985216714,0.222,0.169,0.266
1680010667632,1190655987718945,0.131,0.237,0.131
1680010667635,1190655990221305,0.054,0.155,0.091
1680010667638,1190655992723536,0.072,0.223,0.106
1680010667640,1190655995225921,-0.004,0.149,-0.013
1680010667646,1190655997728382,-0.013,0.203,0.028
1680010667646,1190656000230617,0.018,0.04,0.165
1680010667648,1190656002733001,-0.085,0.067,0.139
1680010667650,1190656005235232,-0.081,0.066,0.154
1680010667652,1190656007737617,-0.131,0.011,-0.007
1680010667654,1190656010239848,-0.1,-0.029,0.197
1680010667658,1190656012742329,-0.132,0.01,0.021
1680010667662,1190656015244483,-0.154,-0.017,0.008
1680010667662,1190656017746868,-0.15,-0.058,-0.003
1680010667666,1190656020249098,-0.215,-0.073,-0.042
1680010667668,1190656022751483,-0.211,0.048,0.135
1680010667670,1190656025253714,-0.276,-0.074,0.041
1680010667672,1190656027756175,-0.314,0.005,0.138
1680010667675,1190656030258560,-0.287,-0.007,0.098
1680010667679,1190656032760732,-0.269,-0.008,0.017
1680010667681,1190656035262963,-0.267,-0.077,0.033
1680010667683,1190656037765347,-0.279,-0.023,-0.006
1680010667685,1190656040267809,-0.414,-0.038,-0.126
1680010667688,1190656042770036,-0.372,0.002,0.011
1680010667690,1190656045272420,-0.48,-0.079,-0.027
1680010667695,1190656047774651,-0.371,0.001,0.04
1680010667696,1190656050277036,-0.356,0.069,0.041
