system_ts_ms, sensor_ts_ns, linX, linY, linZ
1680017641455,1197629806657548,2.753,-0.019,-1.287
1680017641457,1197629809159779,2.866,0.159,-0.772
1680017641457,1197629811662163,3.063,0.314,-0.409
1680017641459,1197629814164394,2.948,0.269,0.049
1680017641461,1197629816666558,2.753,0.416,0.125
1680017641463,1197629819169020,2.493,0.253,0.295
1680017641466,1197629821671404,2.274,-0.002,0.288
1680017641474,1197629824173635,2.072,-0.283,0.484
1680017641475,1197629826676034,1.843,-0.631,0.775
1680017641476,1197629829178264,1.657,-0.965,1.216
1680017641476,1197629831680649,1.568,-1.121,1.302
1680017641479,1197629834182803,1.357,-1.248,1.552
1680017641485,1197629836685255,1.189,-1.377,1.638
1680017641485,1197629839187486,1.252,-1.383,1.738
1680017641487,1197629841689871,1.289,-1.13,1.593
1680017641490,1197629844192025,1.368,-1.0,1.298
1680017641492,1197629846694259,1.473,-0.912,1.208
1680017641494,1197629849196644,1.43,-0.934,1.2
1680017641496,1197629851699106,1.522,-0.848,1.043
1680017641502,1197629854201336,1.463,-0.967,1.008
1680017641502,1197629856703721,1.377,-0.898,1.042
1680017641504,1197629859205962,1.576,-0.952,1.458
1680017641506,1197629861708116,1.271,-1.021,1.847
1680017641509,1197629864210500,1.197,-1.215,2.455
1680017641512,1197629866712962,1.3,-1.207,2.858
1680017641514,1197629869215183,1.363,-1.365,3.412
1680017641521,1197629871717567,1.209,-1.43,3.749
1680017641521,1197629874219798,1.125,-1.54,3.677
1680017641524,1197629876721952,1.123,-1.625,3.428
1680017641526,1197629879224360,0.959,-1.563,3.262
1680017641527,1197629881726591,1.135,-1.627,2.974
1680017641531,1197629884229053,1.013,-1.666,2.659
1680017641532,1197629886731437,0.959,-1.749,2.358
1680017641536,1197629889233591,1.013,-1.683,2.016
1680017641537,1197629891735837,0.918,-1.784,1.634
1680017641540,1197629894238222,0.917,-1.763,1.362
1680017641542,1197629896740452,0.969,-1.839,0.953
1680017641544,1197629899242914,0.899,-1.834,0.749
1680017641546,1197629901745289,0.95,-1.899,0.314
1680017641550,1197629904247442,0.986,-1.978,0.002
1680017641554,1197629906749673,0.953,-1.947,-0.255
1680017641554,1197629909252058,0.932,-1.999,-0.621
1680017641559,1197629911754289,0.909,-1.983,-0.797
1680017641561,1197629914256750,0.98,-1.953,-0.7
1680017641562,1197629916759135,0.969,-1.949,-0.875
1680017641564,1197629919261289,1.01,-1.795,-1.037
1680017641566,1197629921763519,1.05,-1.818,-1.076
1680017641571,1197629924265914,1.17,-1.69,-1.02
